reactome_id	name	snps
R-HSA-162582	Signal Transduction	rs4764043, rs6561030, rs1007738, rs1378942, rs2755237, rs1828591, rs1869901, rs2284033, rs1497546, rs10748128, rs1876518, rs180515, rs7111341, rs11984075, rs2981579, rs2302189, rs1800693, rs11214606, rs6118083, rs12678919, rs415430, rs1350666, rs1011731, rs8002779, rs9315204, rs6845865, rs17691394, rs7090512, rs2735839, rs3796804, rs3805236, rs2306677, rs2083637, rs2597513, rs7905537, rs9303521, rs1447352, rs11671664, rs4903031, rs1513670, rs2816316, rs17111394, rs6455128, rs10898392, rs9282641, rs17291650, rs1504749, rs7789197, rs891088, rs7665090, rs2062583, rs1484170, rs744910, rs6056209, rs7591064, rs4767631, rs7903146, rs13405728, rs1878022, rs571312, rs801114, rs10871777, rs1010254, rs2273061, rs1823068, rs2877716, rs702543, rs12063142, rs10483853, rs1219648, rs12344583, rs3742207, rs29232, rs2283792, rs10243024, rs9806762, rs534870, rs9466056, rs2601828, rs1403543, rs8102137, rs1493682, rs6421571, rs1004446, rs802734, rs404860, rs6842241, rs710446, rs1435703, rs11971186, rs10841496, rs7927370, rs8192917, rs3807989, rs7922491, rs4537545, rs4132601, rs9357155, rs12251307, rs630923, rs3736228, rs4785763, rs11158493, rs7911500, rs3118470, rs6051520, rs17369571, rs2032794, rs1893217, rs2736100, rs1436109, rs5742915, rs1354034, rs710841, rs13230047, rs2075726, rs4821469, rs735854, rs11712165, rs3764640, rs543650, rs1983853, rs443198, rs2257205, rs744166, rs673548, rs7579899, rs9296015, rs2859631, rs1348582, rs4906172, rs4601609, rs2327832, rs290986, rs2236653, rs6265, rs1892534, rs3782181, rs437943, rs11668477, rs10021303, rs2158836, rs16946160, rs10052657, rs12423712, rs11065611, rs4724100, rs7795096, rs12101261, rs11984041, rs2074404, rs8016947, rs1529672, rs2275215, rs967417, rs673604, rs10889353, rs7677751, rs4676406, rs3761847, rs4075958, rs1755289, rs438034, rs4925386, rs6691170, rs2517388, rs1789891, rs10903122, rs11248060, rs7025486, rs1127065, rs1366594, rs6687840, rs7578326, rs280519, rs541041, rs1926203, rs13194491, rs6673480, rs4660531, rs1012053, rs7671167, rs4742269, rs3218097, rs2842483, rs13224682, rs7044529, rs2121875, rs9929218, rs3184504, rs2114039, rs3197999, rs2115386, rs4613763, rs610604, rs11880198, rs3776331, rs3780792, rs2084385, rs2853676, rs9870680, rs678962, rs10491334, rs8042680, rs741301, rs2502731, rs1342326, rs13118928, rs291353, rs12367822, rs11611208, rs6687758, rs2241423, rs5031002, rs9642880, rs1458038, rs1420101, rs10874639, rs2228671, rs1574192, rs9803659, rs706779, rs6902771, rs1667255, rs2160519, rs285480, rs7805747, rs6761, rs4142110, rs10096633, rs946053, rs4821544, rs3995090, rs7873102, rs4944092, rs2566755, rs4838605, rs830998, rs9480865, rs2234978, rs10861905, rs4670766, rs5919432, rs10958409, rs12970134, rs2869967, rs495366, rs10493389, rs139909, rs5943057, rs7319311, rs17864092, rs2068888, rs4338740, rs3219090, rs1059513, rs3800569, rs12753193, rs1859156, rs798544, rs3093023, rs11979158, rs1182188, rs2659546, rs167769, rs999943, rs8035957, rs12484776, rs6063312, rs4130047, rs3743200, rs4481887, rs2504063, rs1397048, rs6710518, rs17083844, rs9290936, rs2562784, rs6511720, rs7112925, rs10800098, rs4132509, rs6056, rs1801725, rs1167998, rs1802295, rs6774494, rs152528, rs525410, rs735172, rs1547374, rs11968166, rs7937, rs11220462, rs5945326, rs8085804, rs7587928, rs10895547, rs82625, rs1746048, rs263238, rs4764039, rs6754295, rs995030, rs572169, rs6068020, rs798497, rs3753242, rs5742692, rs12821256, rs1552224, rs7561273, rs2119704, rs10831496, rs12540874, rs1999805, rs1321311, rs12279261, rs2352028, rs4143832, rs869244, rs3758354, rs4675374, rs956237, rs17760296, rs12593813, rs838705, rs10758669, rs1812175, rs9298506, rs758642, rs5751614, rs16826658, rs10411210, rs2268363, rs1789924, rs1588265, rs212388, rs10512049, rs9523762, rs477895, rs6699417, rs16912145, rs2230926, rs6670655, rs4129267, rs1008953, rs2274459, rs882300, rs10776612, rs2413583, rs1387153, rs1063192, rs11898505, rs798766, rs2069408, rs11172113, rs7349332, rs2439312, rs786870, rs13314993, rs6854783, rs4917014, rs3790844, rs2782980, rs2943641, rs17086609, rs9652490, rs3889237, rs40457, rs10276619, rs441051, rs1713985, rs10876993, rs9923451, rs9574565, rs7660702, rs10810865, rs12720356, rs947583, rs2250417, rs1466535, rs1733724, rs1738074, rs10488031, rs17036350, rs13088462, rs3093024, rs7901695, rs2166706, rs2242285, rs7626795, rs831571, rs693, rs6625163, rs2104286, rs8017455, rs968451, rs10501570, rs17148090, rs2229741, rs393152, rs3131296, rs4962416, rs454305, rs227731, rs4939827, rs9623117, rs2153960, rs7798500, rs783147, rs11842874, rs10495928, rs11065987, rs10444502, rs9674544, rs13278062, rs3885683, rs9472138, rs154659, rs501764, rs2544390, rs4650608, rs951005, rs12418204, rs892055
R-HSA-382551	Transport of small molecules	rs2228671, rs2515629, rs4074536, rs9315632, rs7050529, rs4890568, rs1532085, rs10938494, rs10096633, rs2819742, rs6756629, rs1532624, rs12678919, rs7238033, rs4149268, rs7758229, rs11666579, rs10479002, rs1799852, rs1805081, rs1371924, rs10468017, rs4285028, rs3800569, rs1800775, rs11568563, rs2083637, rs2575876, rs3750965, rs2800, rs13266634, rs9364554, rs1385374, rs11057830, rs7120118, rs6511720, rs12708980, rs6544713, rs3811647, rs3738814, rs2877716, rs12295638, rs11144134, rs6420094, rs737267, rs4148546, rs1926657, rs651164, rs11240594, rs1109748, rs6919346, rs2601828, rs5219, rs7554607, rs4299376, rs263238, rs6754295, rs1800562, rs1857353, rs425215, rs9357155, rs2736428, rs7561273, rs5215, rs13107325, rs16890979, rs3825776, rs3757354, rs3764261, rs4973768, rs4148441, rs13129697, rs10919071, rs12686004, rs11581062, rs17270561, rs4775031, rs4363657, rs673548, rs10512049, rs207954, rs10508517, rs2231142, rs1801239, rs733175, rs10089, rs6065904, rs1481012, rs4765623, rs4939883, rs494620, rs11668477, rs10770705, rs3764650, rs10774021, rs16928809, rs11065611, rs7250872, rs2073643, rs6807064, rs1165205, rs7232775, rs11254363, rs1867504, rs7499892, rs1564348, rs272889, rs8101881, rs1127065, rs12883884, rs541041, rs4258076, rs4580814, rs10166942, rs7632299, rs1994090, rs12968116, rs9990174, rs13180, rs1412444, rs831571, rs693, rs823156, rs17095830, rs13224682, rs505802, rs2842483, rs10503019, rs10502868, rs7495052, rs11206510, rs3775948, rs6602175, rs2108225, rs4149081, rs2078267, rs1165196, rs1049296, rs7798500, rs2681472, rs12896399, rs3743162, rs6834555, rs12272004, rs17342717, rs9989419, rs1864163, rs3905000, rs2819770, rs291353, rs2681492, rs9036, rs6695567, rs2229116
R-HSA-5653656	Vesicle-mediated transport	rs2228671, rs633715, rs7993214, rs13236689, rs7581919, rs4821469, rs2281680, rs735854, rs12658202, rs7805747, rs10844154, rs7112513, rs1564282, rs3851179, rs2208059, rs2284063, rs673548, rs7111341, rs6494537, rs7306642, rs4906172, rs11739663, rs830998, rs10871454, rs7570971, rs4765623, rs10488172, rs1413885, rs16889440, rs1350666, rs1011731, rs860413, rs1541160, rs2967605, rs11668477, rs3194051, rs7561528, rs1799852, rs6918152, rs7319311, rs2280543, rs11898505, rs536841, rs237238, rs7795096, rs12210050, rs2297909, rs708224, rs10498635, rs11172113, rs2000999, rs4954218, rs910316, rs903027, rs11979158, rs1867504, rs10761482, rs441051, rs1755289, rs6583826, rs17030613, rs261902, rs10810865, rs11057830, rs2562784, rs548097, rs2239785, rs6511720, rs6001027, rs8007661, rs12138950, rs1561570, rs1466535, rs10760706, rs541041, rs3811647, rs6046396, rs183211, rs10913469, rs4132509, rs4714261, rs6673480, rs516636, rs7577851, rs693, rs12989701, rs3742207, rs2479106, rs10994397, rs17608766, rs10237118, rs10818854, rs1411478, rs454305, rs199533, rs7136716, rs6917747, rs7435, rs11154022, rs3815148, rs1049296, rs12134279, rs6754295, rs6897932, rs1386330, rs678962, rs744373, rs2502731, rs11602954, rs738322, rs2544390, rs1167796, rs4948418
R-HSA-382556	ABC-family proteins mediated transport	rs831571, rs5215, rs4148546, rs3764650, rs1926657, rs6544713, rs6756629, rs4148441, rs425215, rs4299376, rs9357155, rs5219
R-HSA-2161522	Abacavir transport and metabolism	rs7758229, rs1481012, rs2231142, rs9364554, rs651164, rs1564348
R-HSA-5619507	Activation of HOX genes during differentiation	rs2300478, rs1529672, rs224278, rs2839627, rs11897119, rs1435703, rs234720, rs6028945, rs2839619, rs4601609, rs6761, rs6670655, rs13194491, rs2517388
R-HSA-1280218	Adaptive Immune System	rs9271366, rs987870, rs13236689, rs7775228, rs2857595, rs1378942, rs13390159, rs7238078, rs3077, rs4819388, rs1394125, rs5754217, rs4821544, rs6457617, rs7453920, rs2476601, rs7255066, rs13160562, rs3129890, rs2523608, rs11643520, rs4906172, rs3135363, rs10871454, rs16912145, rs290986, rs1853665, rs9357152, rs2437258, rs7812879, rs2860580, rs10947262, rs10484561, rs1011731, rs1541160, rs13192471, rs6966038, rs9635963, rs6074022, rs6547705, rs281437, rs2596542, rs9500927, rs9275698, rs9471576, rs13031237, rs3763313, rs3135338, rs231735, rs2306677, rs1667394, rs17116334, rs8016947, rs2659546, rs2248462, rs2289700, rs999943, rs8035957, rs3117098, rs3865444, rs27434, rs6903608, rs3826656, rs4675374, rs1799969, rs9282641, rs40457, rs441051, rs1755289, rs10484554, rs7665090, rs6583826, rs17030613, rs10810865, rs7765379, rs7208487, rs3769124, rs12138950, rs9277535, rs2523809, rs17277546, rs4713693, rs3806156, rs3132468, rs3764021, rs2301271, rs1600249, rs17036350, rs4132509, rs1568657, rs2856718, rs3129055, rs831571, rs2736340, rs9468925, rs2247056, rs702873, rs3177980, rs3772130, rs9929218, rs1024161, rs2855812, rs6565681, rs4821112, rs12913832, rs762421, rs13437082, rs11630290, rs2647012, rs13194984, rs2084385, rs13017599, rs30187, rs5498, rs9275572, rs678962, rs7922491, rs2502731, rs2647044, rs3129882, rs2858331, rs9357155, rs7774434, rs11158493, rs3093030, rs6051520, rs763361, rs864537, rs660895, rs2056626, rs2430212, rs1432295, rs3757354, rs9264942, rs1980493
R-HSA-977225	Amyloid fiber formation	rs7111341, rs11931074, rs13194491, rs356220, rs1341239, rs2736990, rs1667255
R-HSA-445717	Aquaporin-mediated transport	rs291353, rs13224682, rs2601828, rs263238, rs2877716, rs7798500
R-HSA-422475	Axon guidance	rs4764043, rs10507380, rs1574192, rs1064395, rs3914132, rs7050529, rs4821469, rs735854, rs2160519, rs3110496, rs10748128, rs17157903, rs2280401, rs7341475, rs6107516, rs1011731, rs882300, rs9871760, rs2158836, rs7319311, rs11898505, rs6795970, rs197770, rs1379659, rs7702057, rs4282339, rs3805236, rs6052699, rs12643654, rs11979158, rs4703129, rs10761482, rs3889237, rs1755289, rs10810865, rs4404602, rs10510181, rs6800541, rs1551943, rs3922844, rs10074258, rs11767557, rs768048, rs216013, rs831571, rs7504990, rs10483853, rs12344583, rs3742207, rs7044529, rs10994397, rs2283792, rs10243024, rs4298437, rs731174, rs757978, rs10932886, rs7076247, rs1746048, rs2281845, rs4764039, rs3780792, rs2084385, rs17581368, rs678962, rs7069923, rs12580100, rs2502731, rs9357155, rs2070615, rs538147, rs6764363, rs12540874, rs12053903, rs12279261, rs13015447, rs2032794, rs1436109, rs6604026, rs4948418
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	rs6442925
R-HSA-73884	Base Excision Repair	rs3219090, rs690705
R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	rs673548, rs11057830, rs693, rs13236689, rs2239785, rs6754295, rs7319311, rs3742207, rs1466535, rs541041, rs7306642, rs441051, rs4765623, rs7136716, rs11172113, rs2000999
R-HSA-211859	Biological oxidations	rs2472304, rs9473582, rs2470893, rs2068888, rs2248359, rs6742078, rs255052, rs5751901, rs2847476, rs2305707, rs12188164, rs2899472, rs2108622, rs4148325, rs4086116, rs11892031, rs1057910, rs1789924, rs3027409, rs1495741, rs6686643, rs12772169, rs12767583, rs433598, rs12073837, rs887829, rs2185570, rs255049, rs10509680, rs991316, rs1789891
R-HSA-5576891	Cardiac conduction	rs4725982, rs4074536, rs10919071, rs12883884, rs1127065, rs6800541, rs3922844, rs12576239, rs216013, rs2237886, rs3825214, rs2819742, rs163182, rs2237892, rs975121, rs7076247, rs5219, rs6544997, rs7554607, rs3807375, rs2270676, rs2281845, rs2237878, rs2681472, rs11065611, rs7069923, rs2580816, rs6795970, rs358592, rs6807064, rs2306677, rs4640244, rs2070615, rs2819770, rs5215, rs1440072, rs2681492, rs179429, rs727957, rs999943, rs12053903, rs13015447, rs2229116, rs8079702, rs11957313
R-HSA-69620	Cell Cycle Checkpoints	rs2244012, rs16991615, rs1007738, rs11661542, rs236114, rs3768716, rs690705, rs12143943, rs13194491, rs6435862, rs2069408, rs1547014, rs365132, rs9357155, rs1667394, rs730566, rs831571, rs11158493, rs4906172, rs1321311, rs16912145, rs1493682, rs8102137, rs2718812, rs12913832, rs438034, rs738722, rs1801516
R-HSA-69278	Cell Cycle, Mitotic	rs2277339, rs2312147, rs4668356, rs1007738, rs1561570, rs2301436, rs10758669, rs13194491, rs4132509, rs2916733, rs4238010, rs4369779, rs831571, rs7158173, rs13224682, rs3218097, rs11968166, rs4906172, rs2283792, rs12199222, rs837763, rs16912145, rs1493682, rs445, rs8102137, rs17077154, rs4800148, rs16991615, rs7798500, rs1031381, rs1063192, rs784411, rs10460009, rs236114, rs16861990, rs690705, rs12483205, rs2835810, rs11082304, rs2069408, rs990324, rs2807580, rs11611647, rs9357155, rs2282978, rs4294134, rs11158493, rs1321311, rs2236164, rs3889237, rs438034, rs2431697, rs9642880, rs10876993
R-HSA-446728	Cell junction organization	rs4925189, rs4468878, rs3784962, rs13078807, rs9292394, rs2298574, rs1970546, rs12621278, rs4701252, rs2268983, rs11645366, rs7905537, rs7255066, rs1474747, rs525410, rs10489849, rs8055236, rs3816995, rs6122972, rs9929218, rs4783244, rs6462411, rs4479806, rs6563943, rs944260
R-HSA-202733	Cell surface interactions at the vascular wall	rs1574192, rs10195252, rs17174870, rs6504218, rs10919071, rs6754295, rs3807989, rs541041, rs17581368, rs12621278, rs17001239, rs3923113, rs6136, rs140174, rs13278062, rs673548, rs693, rs1335532, rs1569476, rs11150610, rs9888739, rs3177980, rs867186, rs441051, rs11574637, rs10871290, rs1008953, rs8101881
R-HSA-2262752	Cellular responses to stress	rs12138950, rs1127065, rs2244012, rs10946808, rs694739, rs13194491, rs17036350, rs4821544, rs744166, rs7579899, rs831571, rs12424086, rs1776897, rs6625163, rs2234962, rs4906172, rs2283792, rs12199222, rs16912145, rs11221332, rs4601609, rs445, rs8102137, rs12143943, rs7742369, rs5919432, rs9623117, rs139909, rs1063192, rs6590330, rs2069408, rs2088885, rs9357155, rs7979673, rs17030613, rs1490453, rs9472138, rs4294134, rs2282978, rs8756, rs12484776, rs1321311, rs7665090, rs5031002, rs10876993, rs1801516
R-HSA-3247509	Chromatin modifying enzymes	rs2900333, rs7538876, rs12423712, rs10758669, rs9395066, rs2651899, rs13194491, rs16938437, rs3799977, rs10948197, rs6774494, rs4742269, rs17050782, rs6009824, rs7089424, rs1713985, rs2517388, rs2240335, rs7665090, rs2251219, rs10876993
R-HSA-73886	Chromosome Maintenance	rs690705, rs2277339, rs13194491, rs2736100, rs2853676, rs1490388, rs9388489
R-HSA-5617833	Cilium Assembly	rs1541160, rs13224682, rs6918152, rs8007661, rs1007738, rs7798500, rs784411, rs4906172, rs3739070, rs2301436, rs11739663, rs2236164, rs11154801, rs12210050, rs2066938, rs9814870, rs10488172
R-HSA-1474290	Collagen formation	rs495366, rs7077164, rs525410, rs7319311, rs3742207, rs7044529, rs4956211, rs606452, rs1816002, rs441051, rs12621278, rs946053, rs1227756, rs893817, rs10874639
R-HSA-1280215	Cytokine Signaling in Immune system	rs9271366, rs987870, rs6441286, rs7574865, rs2310173, rs706779, rs485499, rs17810546, rs2755237, rs11209026, rs3024505, rs2284033, rs339969, rs4355801, rs1077667, rs3213094, rs7453920, rs7209435, rs3806932, rs11150610, rs2070729, rs2006996, rs7517847, rs1800693, rs4932194, rs2205960, rs9480865, rs9357152, rs12203592, rs860413, rs11071559, rs495366, rs13192471, rs3821236, rs1059513, rs7090512, rs167769, rs4294134, rs6903608, rs9282641, rs17291650, rs9468692, rs11574637, rs6478109, rs7665090, rs1341239, rs744910, rs9290936, rs11107116, rs1033180, rs398652, rs801114, rs4273077, rs3129055, rs2856718, rs305061, rs2066808, rs2283792, rs6469804, rs13437082, rs6478108, rs2870946, rs9302752, rs6897932, rs5498, rs9275572, rs484959, rs4537545, rs2647044, rs3129882, rs9357155, rs2858331, rs4781011, rs3027409, rs12251307, rs3771166, rs10889677, rs2957128, rs1321311, rs12279261, rs7911500, rs3118470, rs4143832, rs660895, rs3758354, rs1893217, rs1295686, rs1436109, rs12644284, rs4795067, rs10137082, rs5742915, rs13236689, rs7775228, rs2075726, rs10758669, rs3077, rs9803659, rs12216125, rs6457617, rs744166, rs3129890, rs2523608, rs10863790, rs3135363, rs10871454, rs12199222, rs290986, rs4601609, rs4129267, rs3743266, rs391525, rs872071, rs2860580, rs10484561, rs4072037, rs2413583, rs3194051, rs4844096, rs2201841, rs6074022, rs5936487, rs11465804, rs6993813, rs9275698, rs3135338, rs1126757, rs1837253, rs8016947, rs9594759, rs809736, rs1801275, rs4636294, rs2070600, rs749005, rs2943641, rs1799969, rs40457, rs4925386, rs441051, rs10484554, rs3784609, rs17030613, rs7765379, rs12720356, rs9277535, rs2523809, rs1127065, rs4713693, rs11642873, rs6761276, rs1366594, rs7578326, rs2301271, rs280519, rs20541, rs4788084, rs3790567, rs9642880, rs13188386, rs11618202, rs10045431, rs831571, rs7626795, rs17066096, rs2104286, rs9468925, rs968451, rs2247056, rs2546890, rs7023329, rs4728142, rs5743289, rs3018362, rs979233, rs2647012, rs2153960, rs2084385, rs2076756, rs10133111, rs45430, rs1342326, rs7774434, rs340029, rs9594738, rs3093030, rs501764, rs9888739, rs3803800, rs2300603, rs9472138, rs9264942, rs1420101
R-HSA-2564830	Cytosolic iron-sulfur cluster assembly	rs4809324, rs6010620
R-HSA-73893	DNA Damage Bypass	rs690705, rs240993, rs9894429, rs6900341
R-HSA-73942	DNA Damage Reversal	rs8050136, rs9941349, rs6499640
R-HSA-5693532	DNA Double-Strand Break Repair	rs6010620, rs2244012, rs11661542, rs9402515, rs3768716, rs911263, rs690705, rs1956529, rs3136202, rs2113334, rs3219090, rs4809324, rs6435862, rs13194491, rs2069408, rs1547014, rs2240466, rs365132, rs16859517, rs1667394, rs999737, rs2218488, rs2718812, rs12913832, rs730566, rs738722, rs420259, rs1801516
R-HSA-69002	DNA Replication Pre-Initiation	rs837763, rs831571, rs2277339, rs2069408, rs16991615, rs9357155, rs236114
R-HSA-429914	Deadenylation-dependent mRNA decay	rs11062040, rs429608, rs16887244, rs8060686
R-HSA-73887	Death Receptor Signalling	rs610604, rs1354034, rs2413583, rs3780792, rs11842874, rs13278062, rs8016947, rs477895, rs968451, rs12344583, rs9652490, rs6063312, rs1800693, rs2327832, rs2230926, rs3761847, rs40457, rs2234978, rs7665090, rs2062583
R-HSA-1474228	Degradation of the extracellular matrix	rs495366, rs2158836, rs3781684, rs7319311, rs4956211, rs783147, rs27855, rs6795735, rs4789939, rs4820268, rs1227756, rs374748, rs7077164, rs855791, rs525410, rs7044529, rs3742207, rs27524, rs9929218, rs441051, rs4925386, rs1555322, rs10874639
R-HSA-8935690	Digestion	
R-HSA-9605308	Diseases of Base Excision Repair	
R-HSA-5260271	Diseases of Immune System	rs10133111, rs7665090, rs13236689, rs8016947
R-HSA-5423599	Diseases of Mismatch Repair (MMR)	
R-HSA-3781865	Diseases of glycosylation	rs1574192, rs4533267, rs4072037, rs1064395, rs404860, rs16946160, rs4227, rs310501, rs1816002, rs6868223, rs443198, rs6795735, rs7183263, rs275380, rs1109501, rs7249094, rs9296015, rs9523762, rs17556665, rs4842838, rs12899618, rs2352028, rs3131296, rs1008953, rs1427593, rs6710518, rs8002779
R-HSA-5668914	Diseases of metabolism	rs7122539, rs10513789, rs2075726, rs2248359, rs6742078, rs5751901, rs2305707, rs2899472, rs7651039, rs3027409, rs11254363, rs530501, rs10508517, rs1801239, rs7134594, rs887829, rs17115100, rs6602175, rs337847
R-HSA-5663202	Diseases of signal transduction	rs10945919, rs744910, rs7025486, rs4767631, rs1127065, rs6902771, rs1378942, rs2755237, rs2301436, rs1667255, rs7578326, rs10758669, rs1733724, rs7903146, rs10748128, rs543650, rs6761, rs5751614, rs17036350, rs4132509, rs2273061, rs6056, rs1876518, rs2257205, rs744166, rs4660531, rs7901695, rs831571, rs152528, rs477895, rs2981579, rs1219648, rs2121875, rs2283792, rs10243024, rs4962416, rs9480865, rs454305, rs2114039, rs1350666, rs2153960, rs3782181, rs12423712, rs4338740, rs995030, rs11065987, rs10444502, rs12821256, rs11984041, rs3805236, rs9357155, rs2597513, rs11979158, rs2439312, rs3736228, rs7677751, rs786870, rs11158493, rs1999805, rs1321311, rs2943641, rs9282641, rs1874326, rs17369571, rs2504063, rs2032794, rs4675374, rs9642880, rs1458038, rs1484170
R-HSA-5619115	Disorders of transmembrane transporters	rs13129697, rs2515629, rs12686004, rs780092, rs6544713, rs7632299, rs3757840, rs4363657, rs6420094, rs1260326, rs831571, rs737267, rs505802, rs6756629, rs733175, rs2108225, rs4149081, rs3775948, rs5219, rs4299376, rs4149268, rs730497, rs1371924, rs16928809, rs7072268, rs12896399, rs780094, rs2073643, rs6834555, rs16856332, rs3905000, rs9357155, rs552976, rs5215, rs2575876, rs16890979, rs2800, rs4607517, rs8101881
R-HSA-75205	Dissolution of Fibrin Clot	rs783147, rs9898
R-HSA-3000178	ECM proteoglycans	rs1064395, rs7077361, rs2158836, rs12198173, rs7319311, rs310501, rs185819, rs197770, rs1054627, rs2306029, rs2269426, rs2275215, rs1150754, rs7044529, rs3742207, rs12279261, rs441051, rs4925386, rs11574637, rs1436109
R-HSA-1566948	Elastic fibre formation	rs7077361, rs967417, rs3791679, rs4444235, rs27855, rs7577894, rs12431733, rs893817, rs374748
R-HSA-212165	Epigenetic regulation of gene expression	rs1953126, rs2240466, rs8321, rs6941421, rs13194491, rs8028182, rs7097
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	rs1541160, rs12138950, rs2893923, rs4800148, rs7798500, rs10758669, rs1956529, rs911263, rs11082304, rs2297909, rs8028182, rs2069408, rs16938437, rs13088462, rs2208059, rs4714261, rs385893, rs4369779, rs7923609, rs1167998, rs10813766, rs169082, rs13224682, rs999737, rs10889353, rs2070729, rs501764, rs4857855, rs737337, rs3184504, rs10506328, rs6583826, rs17030613
